name,recclass,mass (g),fall,date,year,reclat,reclong
MacAlpine Hills 02928,H5,53.78,Found,1/1/2002,2002,,
MacAlpine Hills 02672,H5,53.66,Found,1/1/2002,2002,,
Acfer 345,LL5,53,Found,1/1/2002,2002,27.46472,3.81417
Northwest Africa 1459,Diogenite,53,Found,1/1/2002,2002,,
Northwest Africa 1886,LL6,53,Found,1/1/2002,2002,,
Northwest Africa 4338,H5,53,Found,1/1/2002,2002,,
Myrtle Springs,H4,52.99,Found,1/1/2002,2002,-30.45383,137.99017
Sandford Cliffs 03490,L5,52.6,Found,1/1/2002,2002,,
Dominion Range 03292,H5,52.2,Found,1/1/2002,2002,,
LaPaz Icefield 02265,LL5,52.13,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02892,H5,52.09,Found,1/1/2002,2002,,
Dhofar 1298,H5,52,Found,1/1/2002,2002,19.11667,54.785
Northwest Africa 1457,Winonaite,52,Found,1/1/2002,2002,,
Jiddat al Harasis 085,H4,51.9,Found,1/1/2002,2002,19.65852,55.7531
Queen Alexandra Range 02180,LL4,51.54,Found,1/1/2002,2002,-84,168
LaPaz Icefield 02386,L5,51.39,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02383,LL5,51.08,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 3223,Ureilite-pmict,51,Found,1/1/2002,2002,,
Queen Alexandra Range 02165,H5,50.99,Found,1/1/2002,2002,-84,168
Northwest Africa 1655,CO3,50.9,Found,1/1/2002,2002,,
Queen Alexandra Range 02168,H5,50.63,Found,1/1/2002,2002,-84,168
Dominion Range 03213,LL5,50.3,Found,1/1/2002,2002,,
Northwest Africa 4193,L4,50.2,Found,1/1/2002,2002,,
Dhofar 862,H5,50,Found,1/1/2002,2002,19.16,54.58667
Northwest Africa 1253,H4/5,50,Found,1/1/2002,2002,,
Northwest Africa 1555,H5/6,50,Found,1/1/2002,2002,,
Tanezrouft 067,L-imp melt,50,Found,1/1/2002,2002,25.53333,0.41667
MacAlpine Hills 02462,L5,49.84,Found,1/1/2002,2002,,
Northwest Africa 4855,LL6,49.7,Found,1/1/2002,2002,,
Dominion Range 03268,LL5,49.6,Found,1/1/2002,2002,,
Northwest Africa 5417,LL6,49.58,Found,1/1/2002,2002,0,0
Dhofar 1447,H~4,49.4,Found,1/1/2002,2002,18.61667,54.18333
Jiddat al Harasis 401,L6,49.33,Found,1/1/2002,2002,19.99743,56.41067
MacAlpine Hills 02739,H5,49.21,Found,1/1/2002,2002,,
Northwest Africa 1654,Eucrite-mmict,49,Found,1/1/2002,2002,,
Dutch Flat,Iron IIAB,48.8,Found,1/1/2002,2002,34.48333,-113.91667
MacAlpine Hills 02592,L4,48.68,Found,1/1/2002,2002,,
Northwest Africa 3175,Eucrite,48.6,Found,1/1/2002,2002,,
Sayh al Uhaymir 195,H5,48.09,Found,1/1/2002,2002,21.03963,57.31085
Dhofar 1296,L5,48,Found,1/1/2002,2002,18.16667,54.08333
Dhofar 295,Ureilite,48,Found,1/1/2002,2002,19.20833,54.64
Northwest Africa 5483,H5,47.62,Found,1/1/2002,2002,,
MacAlpine Hills 02545,LL6,47.49,Found,1/1/2002,2002,,
Northwest Africa 1694,CK3,47.1,Found,1/1/2002,2002,,
Dominion Range 03212,L5,47,Found,1/1/2002,2002,,
Northwest Africa 4215,Diogenite,46.4,Found,1/1/2002,2002,,
Pecora Escarpment 02032,H5,46.4,Found,1/1/2002,2002,-85.63333,-68.7
LaPaz Icefield 02397,LL5,46.21,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02812,H4,46.01,Found,1/1/2002,2002,,
Dominion Range 03210,L5,45.8,Found,1/1/2002,2002,,
MacAlpine Hills 02494,L4,45.73,Found,1/1/2002,2002,,
MacAlpine Hills 02636,H5,45.5,Found,1/1/2002,2002,-84.21667,160.5
LaPaz Icefield 02262,LL5,45.35,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02305,L5,45.2,Found,1/1/2002,2002,-86.36667,-70
Dominion Range 03220,H6,45.1,Found,1/1/2002,2002,,
Dhofar 953,H4,45,Found,1/1/2002,2002,19.135,54.565
Pecora Escarpment 02024,LL5,44.82,Found,1/1/2002,2002,-85.63333,-68.7
MacAlpine Hills 02621,H5,44.8,Found,1/1/2002,2002,,
Sayh al Uhaymir 201,L6,44.71,Found,1/1/2002,2002,21.06963,57.29123
Dominion Range 03214,H5,44.4,Found,1/1/2002,2002,,
Northwest Africa 1246,L3.8-6,44.3,Found,1/1/2002,2002,,
LaPaz Icefield 02416,LL5,44.25,Found,1/1/2002,2002,-86.36667,-70
Pecora Escarpment 01017,LL5,44.2,Found,1/1/2002,2002,-85.69268,-68.97183
LaPaz Icefield 02276,LL5,44.16,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02946,L5,44.13,Found,1/1/2002,2002,,
Northwest Africa 1989,LL5,44,Found,1/1/2002,2002,0,0
Jiddat al Harasis 122,L5,43.6,Found,1/1/2002,2002,19.668383,55.740733
MacAlpine Hills 02798,H5,43.54,Found,1/1/2002,2002,,
Pecora Escarpment 02052,H5,43.37,Found,1/1/2002,2002,-85.63333,-68.7
Coyote Dry Lake 164,H5,43,Found,1/1/2002,2002,35.05835,-116.77403
Northwest Africa 1656,L6,43,Found,1/1/2002,2002,,
Northwest Africa 4257,H3.9,43,Found,1/1/2002,2002,,
MacAlpine Hills 02622,H5,42.95,Found,1/1/2002,2002,,
Dominion Range 03296,L5,42.8,Found,1/1/2002,2002,,
Dominion Range 03291,L5,42.6,Found,1/1/2002,2002,,
Northwest Africa 2541,L5/6,42.6,Found,1/1/2002,2002,,
Coyote Dry Lake 165,L6,42.57,Found,1/1/2002,2002,35.06888,-116.76197
LaPaz Icefield 02342,CR2,42.42,Found,1/1/2002,2002,-86.36667,-70
Dhofar 1300,H6,42,Found,1/1/2002,2002,19.13833,54.65833
Northwest Africa 1256,Ureilite,42,Found,1/1/2002,2002,,
Northwest Africa 1818,L-imp melt,42,Found,1/1/2002,2002,,
Northwest Africa 2118,L3.1,42,Found,1/1/2002,2002,,
Northwest Africa 4337,L5,42,Found,1/1/2002,2002,,
Sayh al Uhaymir 324,H/L6,42,Found,1/1/2002,2002,20.99667,57.31667
LaPaz Icefield 02414,LL5,41.96,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 2119,L3.8,41.9,Found,1/1/2002,2002,,
LaPaz Icefield 02413,LL5,41.76,Found,1/1/2002,2002,-86.36667,-70
Pecora Escarpment 01002,H5,41.5,Found,1/1/2002,2002,-85.6668,-69.04028
MacAlpine Hills 02738,L4,41.44,Found,1/1/2002,2002,,
LaPaz Icefield 02347,LL5,41.01,Found,1/1/2002,2002,-86.36667,-70
Pecora Escarpment 02013,Howardite,41,Found,1/1/2002,2002,-85.63333,-68.7
Pecora Escarpment 02056,LL6,40.79,Found,1/1/2002,2002,-85.63333,-68.7
LaPaz Icefield 02385,LL5,40.68,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02407,LL5,40.52,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 1245,L3.8-6,40.4,Found,1/1/2002,2002,,
Northwest Africa 2264,L6,40.2,Found,1/1/2002,2002,27.91667,-7.5
LaPaz Icefield 02236,LL5,40.04,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 1806,H3,40.01,Found,1/1/2002,2002,,
Northwest Africa 4339,L3,40,Found,1/1/2002,2002,,
Northwest Africa 4341,H6,40,Found,1/1/2002,2002,,
Timna,H5,40,Found,1/1/2002,2002,29.75,34.91667
LaPaz Icefield 02267,H6,39.85,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02357,H5,39.85,Found,1/1/2002,2002,,
Al Huqf 009,H4,39.83,Found,1/1/2002,2002,19.8423,57.00013
Grove Mountains 020029,L4,39.6,Found,1/1/2002,2002,-73.07056,75.26556
LaPaz Icefield 02272,LL6,39.59,Found,1/1/2002,2002,,
LaPaz Icefield 02239,CM2,39.3,Found,1/1/2002,2002,-86.36667,-70
Dhofar 1025,L6,39,Found,1/1/2002,2002,19.30875,54.50178
Northwest Africa 1650,Eucrite-pmict,39,Found,1/1/2002,2002,,
Northwest Africa 1792,H5,39,Found,1/1/2002,2002,,
LaPaz Icefield 02387,LL5,38.76,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02873,H6,38.7,Found,1/1/2002,2002,,
Northwest Africa 3221,Ureilite-pmict,38.5,Found,1/1/2002,2002,,
LaPaz Icefield 03873,LL5,38.4,Found,1/1/2002,2002,,
Dominion Range 03309,H5,38.2,Found,1/1/2002,2002,,
LaPaz Icefield 02275,LL5,38.18,Found,1/1/2002,2002,-86.36667,-70
Dhofar 718,L5,38,Found,1/1/2002,2002,19.31333,54.85167
Dhofar 949,H5,38,Found,1/1/2002,2002,19.125,54.67833
Northwest Africa 2198,R4,38,Found,1/1/2002,2002,,
Queen Alexandra Range 02186,H5,37.88,Found,1/1/2002,2002,-84,168
Dominion Range 03308,LL5,37.6,Found,1/1/2002,2002,,
LaPaz Icefield 02283,LL5,37.09,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 1568,LL6,37,Found,1/1/2002,2002,,
Dominion Range 03219,H3,36.7,Found,1/1/2002,2002,,
LaPaz Icefield 02402,LL5,36.37,Found,1/1/2002,2002,-86.36667,-70
Coyote Dry Lake 175,H6,36.35,Found,1/1/2002,2002,35.05475,-116.75432
Roach Dry Lake 031,H6,36.2,Found,1/1/2002,2002,35.6701,-115.37248
MacAlpine Hills 02593,L5,36.17,Found,1/1/2002,2002,,
Sayh al Uhaymir 198,L6,36.03,Found,1/1/2002,2002,21.06262,57.27422
Dhofar 731,Lunar (anorth),36,Found,1/1/2002,2002,19.33333,54.795
Northwest Africa 2873,Howardite,36,Found,1/1/2002,2002,,
Northwest Africa 1243,L5,35.9,Found,1/1/2002,2002,,
LaPaz Icefield 02398,L5,35.42,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02353,L6,35.37,Found,1/1/2002,2002,,
MacAlpine Hills 02591,LL6,35.23,Found,1/1/2002,2002,,
LaPaz Icefield 02384,H6,35.04,Found,1/1/2002,2002,-86.36667,-70
Dhofar 1190,H4,35,Found,1/1/2002,2002,19.13667,54.56333
Northwest Africa 4340,L6,35,Found,1/1/2002,2002,,
MacAlpine Hills 02596,H5,34.98,Found,1/1/2002,2002,,
Northwest Africa 3066,Eucrite-pmict,34.9,Found,1/1/2002,2002,,
LaPaz Icefield 02415,LL5,34.71,Found,1/1/2002,2002,-86.36667,-70
Sayh al Uhaymir 197,L6,34.69,Found,1/1/2002,2002,21.06262,57.2738
Pecora Escarpment 02022,LL5,34.66,Found,1/1/2002,2002,-85.63333,-68.7
Pecora Escarpment 02033,L5,34.59,Found,1/1/2002,2002,-85.63333,-68.7
MacAlpine Hills 02605,H6,34.4,Found,1/1/2002,2002,-84.21667,160.5
MacAlpine Hills 02548,L6,34.3,Found,1/1/2002,2002,,
LaPaz Icefield 02309,LL5,34.27,Found,1/1/2002,2002,-86.36667,-70
Dominion Range 03293,LL5,34.1,Found,1/1/2002,2002,,
Northwest Africa 1893,L6,34,Found,1/1/2002,2002,,
MacAlpine Hills 02464,L5,33.96,Found,1/1/2002,2002,,
MacAlpine Hills 02904,H5,33.87,Found,1/1/2002,2002,,
Pecora Escarpment 02053,LL5,33.85,Found,1/1/2002,2002,-85.63333,-68.7
LaPaz Icefield 02389,L5,33.81,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02900,H5,33.72,Found,1/1/2002,2002,,
MacAlpine Hills 02463,H5,33.3,Found,1/1/2002,2002,,
Sayh al Uhaymir 146,H4,33.25,Found,1/1/2002,2002,21.05158,57.31144
LaPaz Icefield 03929,LL5,33.2,Found,1/1/2002,2002,,
Northwest Africa 5482,H5,33.1,Found,1/1/2002,2002,,
MacAlpine Hills 02604,H6,32.9,Found,1/1/2002,2002,-84.21667,160.5
LaPaz Icefield 02258,LL5,32.88,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02501,L3,32.38,Found,1/1/2002,2002,,
LaPaz Icefield 02350,LL5,32.34,Found,1/1/2002,2002,,
MacAlpine Hills 02505,L5,32.22,Found,1/1/2002,2002,,
Sayh al Uhaymir 475,L4,32.101,Found,1/1/2002,2002,20.16558,56.62803
LaPaz Icefield 03836,LL5,32,Found,1/1/2002,2002,,
Northwest Africa 2189,LL4-6,32,Found,1/1/2002,2002,,
MacAlpine Hills 02903,H5,31.99,Found,1/1/2002,2002,,
LaPaz Icefield 02359,H5,31.97,Found,1/1/2002,2002,,
Grove Mountains 020040,L5,31.7,Found,1/1/2002,2002,-73.13472,75.04278
Dominion Range 03294,L5,31.3,Found,1/1/2002,2002,,
LaPaz Icefield 02235,L5,31.11,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02363,LL5,31.08,Found,1/1/2002,2002,,
MacAlpine Hills 02623,L5,30.54,Found,1/1/2002,2002,,
El Atchane 010,L3,30.5,Found,1/1/2002,2002,29.81835,4.38228
MacAlpine Hills 02876,H5,30.33,Found,1/1/2002,2002,,
LaPaz Icefield 02401,L5,30.15,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 1659,H5,30,Found,1/1/2002,2002,,
Northwest Africa 3071,H3,30,Found,1/1/2002,2002,,
Roach Dry Lake 075,H6,29.9,Found,1/1/2002,2002,35.67355,-115.35067
Sayh al Uhaymir 216,H4,29.87,Found,1/1/2002,2002,20.42742,57.10297
MacAlpine Hills 02608,H6,29.7,Found,1/1/2002,2002,-84.21667,160.5
LaPaz Icefield 02400,L5,29.6,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02465,H5,29.6,Found,1/1/2002,2002,,
MacAlpine Hills 02633,H5,29.5,Found,1/1/2002,2002,-84.21667,160.5
MacAlpine Hills 02931,H5,29.34,Found,1/1/2002,2002,,
Queen Alexandra Range 02188,H5,29.23,Found,1/1/2002,2002,-84,168
Queen Alexandra Range 02182,H5,29.1,Found,1/1/2002,2002,-84,168
Pecora Escarpment 02035,L5,29.09,Found,1/1/2002,2002,-85.63333,-68.7
Pecora Escarpment 01026,Acapulcoite,29,Found,1/1/2002,2002,-85.65205,-68.56933
Dominion Range 03217,LL5,28.8,Found,1/1/2002,2002,,
Northwest Africa 1835,Eucrite,28.8,Found,1/1/2002,2002,,
Dominion Range 03235,H4,28.7,Found,1/1/2002,2002,,
Northwest Africa 2325,LL~4,28.7,Found,1/1/2002,2002,,
MacAlpine Hills 02901,H5,28.62,Found,1/1/2002,2002,,
LaPaz Icefield 03833,LL5,28.5,Found,1/1/2002,2002,,
LaPaz Icefield 02396,L5,28.24,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02240,H-imp melt,28.16,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02842,H5,28.06,Found,1/1/2002,2002,,
Northwest Africa 2328,L~6,27.9,Found,1/1/2002,2002,,
Northwest Africa 1247,L3.8,27.6,Found,1/1/2002,2002,,
LaPaz Icefield 02344,LL5,27.53,Found,1/1/2002,2002,-86.36667,-70
Pecora Escarpment 02055,LL5,27.14,Found,1/1/2002,2002,-85.63333,-68.7
Queen Alexandra Range 02189,LL4,27.09,Found,1/1/2002,2002,-84,168
Northwest Africa 3052,L6,27,Found,1/1/2002,2002,,
Northwest Africa 3070,LL5,27,Found,1/1/2002,2002,,
Northwest Africa 3116,CK5,27,Found,1/1/2002,2002,,
Queen Alexandra Range 02162,H5,26.78,Found,1/1/2002,2002,-84,168
MacAlpine Hills 02737,H5,26.72,Found,1/1/2002,2002,,
Queen Alexandra Range 02183,LL5,26.66,Found,1/1/2002,2002,-84,168
LaPaz Icefield 02238,R,26.6,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 1585,R5,26.5,Found,1/1/2002,2002,,
LaPaz Icefield 02390,LL5,26.48,Found,1/1/2002,2002,-86.36667,-70
Dominion Range 03222,H6,26.4,Found,1/1/2002,2002,,
Dominion Range 03305,LL5,26.4,Found,1/1/2002,2002,,
LaPaz Icefield 02274,H6,26.16,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02499,L6,26.05,Found,1/1/2002,2002,,
LaPaz Icefield 02349,CM2,26.01,Found,1/1/2002,2002,-86.36667,-70
Grove Mountains 020007,H4,25.94,Found,1/1/2002,2002,-73.08972,75.18944
Baruun Urt,H5,25.9,Found,1/1/2002,2002,46.7,113.28333
Pecora Escarpment 02060,H6,25.9,Found,1/1/2002,2002,-85.63333,-68.7
MacAlpine Hills 02736,L4,25.86,Found,1/1/2002,2002,,
MacAlpine Hills 02932,LL5,25.65,Found,1/1/2002,2002,,
Pecora Escarpment 02078,LL5,25.61,Found,1/1/2002,2002,-85.63333,-68.7
Grove Mountains 020038,L4,25.6,Found,1/1/2002,2002,-73.14361,75.0575
Northwest Africa 1244,L3.8-6,25.6,Found,1/1/2002,2002,,
Pecora Escarpment 01008,H5,25.6,Found,1/1/2002,2002,-85.68527,-68.77355
Northwest Africa 1780,Ureilite,25.57,Found,1/1/2002,2002,,
LaPaz Icefield 03921,H5,25.5,Found,1/1/2002,2002,,
Pecora Escarpment 02046,H5,25.47,Found,1/1/2002,2002,-85.63333,-68.7
Queen Alexandra Range 02181,H5,25.46,Found,1/1/2002,2002,-84,168
MacAlpine Hills 02811,L5,25.45,Found,1/1/2002,2002,,
LaPaz Icefield 02247,H5,25.33,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02273,LL5,25.25,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 031011,L5,25.2,Found,1/1/2002,2002,,
LaPaz Icefield 02351,LL5,25.16,Found,1/1/2002,2002,,
Dominion Range 03218,H5,25.1,Found,1/1/2002,2002,,
Northwest Africa 1775,Martian (shergottite),25,Found,1/1/2002,2002,,
Northwest Africa 4256,L6,25,Found,1/1/2002,2002,,
MacAlpine Hills 02933,LL5,24.94,Found,1/1/2002,2002,,
LaPaz Icefield 03868,LL5,24.9,Found,1/1/2002,2002,,
Queen Alexandra Range 02170,LL6,24.9,Found,1/1/2002,2002,-84,168
LaPaz Icefield 02388,LL5,24.67,Found,1/1/2002,2002,-86.36667,-70
Grove Mountains 020034,LL3,24.6,Found,1/1/2002,2002,-73.10333,75.17361
Northwest Africa 2121,CO3.2,24.5,Found,1/1/2002,2002,,
Northwest Africa 2267,L3.8,24.5,Found,1/1/2002,2002,28.1,-7.51667
Sayh al Uhaymir 545,L~6,24.5,Found,1/1/2002,2002,20.53812,56.66567
Pecora Escarpment 02028,H5,24.46,Found,1/1/2002,2002,-85.63333,-68.7
LaPaz Icefield 02237,H5,24.4,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02269,CM2,24.24,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02234,LL6,24.18,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02364,LL6,24.08,Found,1/1/2002,2002,,
Northwest Africa 1986,H5,24,Found,1/1/2002,2002,,
Pecora Escarpment 02016,Howardite,23.9,Found,1/1/2002,2002,-85.63333,-68.7
Northwest Africa 2327,LL~4/5,23.8,Found,1/1/2002,2002,,
MacAlpine Hills 02810,H5,23.79,Found,1/1/2002,2002,,
Pecora Escarpment 02045,H5,23.76,Found,1/1/2002,2002,-85.63333,-68.7
LaPaz Icefield 03838,H6,23.7,Found,1/1/2002,2002,,
Northwest Africa 2322,L~6,23.6,Found,1/1/2002,2002,,
MacAlpine Hills 02902,L5,23.57,Found,1/1/2002,2002,,
MacAlpine Hills 02877,L5,23.47,Found,1/1/2002,2002,,
LaPaz Icefield 03928,LL5,23.3,Found,1/1/2002,2002,,
MacAlpine Hills 02644,H5,23.27,Found,1/1/2002,2002,-84.21667,160.5
LaPaz Icefield 03879,LL5,23.1,Found,1/1/2002,2002,,
MacAlpine Hills 02817,LL5,23.02,Found,1/1/2002,2002,,
LaPaz Icefield 03867,LL5,23,Found,1/1/2002,2002,,
Northwest Africa 4343,H3,23,Found,1/1/2002,2002,,
LaPaz Icefield 02409,LL5,22.9,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02675,CBb,22.85,Found,1/1/2002,2002,,
Sayh al Uhaymir 203,L6,22.79,Found,1/1/2002,2002,21.07102,57.29485
LaPaz Icefield 03953,LL5,22.6,Found,1/1/2002,2002,,
Sayh al Uhaymir 252,H4/5,22.56,Found,1/1/2002,2002,20.59093,57.19753
LaPaz Icefield 02392,LL5,22.51,Found,1/1/2002,2002,-86.36667,-70
Pecora Escarpment 02009,Howardite,22.5,Found,1/1/2002,2002,-85.63333,-68.7
Northwest Africa 2319,H~5,22.4,Found,1/1/2002,2002,,
Pecora Escarpment 02007,Lunar (anorth),22.4,Found,1/1/2002,2002,-85.63333,-68.7
Pecora Escarpment 02036,H5,22.39,Found,1/1/2002,2002,-85.63333,-68.7
Northwest Africa 1567,CR2,22,Found,1/1/2002,2002,,
Northwest Africa 1770,LL3.3,22,Found,1/1/2002,2002,,
LaPaz Icefield 02312,L5,21.9,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02408,LL5,21.77,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02799,H5,21.48,Found,1/1/2002,2002,,
Dominion Range 03300,L5,21.4,Found,1/1/2002,2002,,
MacAlpine Hills 02893,L5,21.38,Found,1/1/2002,2002,,
Dominion Range 03303,LL5,21.3,Found,1/1/2002,2002,,
Pecora Escarpment 02014,Howardite,21.2,Found,1/1/2002,2002,-85.63333,-68.7
LaPaz Icefield 03831,H6,21.1,Found,1/1/2002,2002,,
Dominion Range 03236,H5,21,Found,1/1/2002,2002,,
Dominion Range 03306,H4,21,Found,1/1/2002,2002,,
MacAlpine Hills 02506,H5,20.99,Found,1/1/2002,2002,,
Northwest Africa 1990,L4,20.9,Found,1/1/2002,2002,,
Pecora Escarpment 01020,H6,20.9,Found,1/1/2002,2002,-85.68567,-68.79067
Pecora Escarpment 01023,EH4,20.9,Found,1/1/2002,2002,-85.65317,-68.60317
LaPaz Icefield 02354,LL5,20.87,Found,1/1/2002,2002,,
MacAlpine Hills 02488,L6,20.86,Found,1/1/2002,2002,-84.21667,160.5
LaPaz Icefield 02252,H6,20.76,Found,1/1/2002,2002,-86.36667,-70
Pecora Escarpment 02051,H5,20.76,Found,1/1/2002,2002,-85.63333,-68.7
LaPaz Icefield 02249,LL4,20.74,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02674,L5,20.72,Found,1/1/2002,2002,,
Pecora Escarpment 01022,H6,20.7,Found,1/1/2002,2002,-85.6755,-68.60183
Dominion Range 03295,L5,20.6,Found,1/1/2002,2002,,
Dominion Range 03249,LL5,20.5,Found,1/1/2002,2002,,
MacAlpine Hills 02563,H5,20.42,Found,1/1/2002,2002,,
MacAlpine Hills 02666,Howardite,20.3,Found,1/1/2002,2002,-84.21667,160.5
Northwest Africa 1834,Ureilite,20.2,Found,1/1/2002,2002,,
Arlit,H5,20.1,Found,1/1/2002,2002,18.673,7.34225
Dhofar 1299,H6,20,Found,1/1/2002,2002,19.13667,54.785
Jiddat al Harasis 056,H5,20,Found,1/1/2002,2002,19.23,55.18167
Northwest Africa 6123,LL3.8,20,Found,1/1/2002,2002,0,0
MacAlpine Hills 02498,LL5,19.84,Found,1/1/2002,2002,,
LaPaz Icefield 02315,L4,19.8,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 1651,LL6,19.8,Found,1/1/2002,2002,,
Queen Alexandra Range 02141,LL5,19.69,Found,1/1/2002,2002,-84,168
Sayh al Uhaymir 149,H4,19.55,Found,1/1/2002,2002,21.03858,57.29383
MacAlpine Hills 02878,H6,19.52,Found,1/1/2002,2002,,
Queen Alexandra Range 02111,H5,19.51,Found,1/1/2002,2002,-84,168
MacAlpine Hills 02580,H5,19.42,Found,1/1/2002,2002,,
Jiddat al Harasis 207,Mesosiderite,19.41,Found,1/1/2002,2002,19.9875,56.41672
LaPaz Icefield 02366,L6,19.41,Found,1/1/2002,2002,,
Pecora Escarpment 02059,L5,19.41,Found,1/1/2002,2002,-85.63333,-68.7
MacAlpine Hills 02752,L5,19.4,Found,1/1/2002,2002,-84.21667,160.5
Sayh al Uhaymir 154,H4,19.34,Found,1/1/2002,2002,21.05172,57.23795
MacAlpine Hills 02703,Howardite,19.3,Found,1/1/2002,2002,-84.21667,160.5
MacAlpine Hills 02940,LL5,19.16,Found,1/1/2002,2002,,
Pecora Escarpment 02008,Diogenite,19.1,Found,1/1/2002,2002,-85.63333,-68.7
MacAlpine Hills 02612,H5,19.03,Found,1/1/2002,2002,-84.21667,160.5
MacAlpine Hills 02890,H5,18.91,Found,1/1/2002,2002,,
LaPaz Icefield 02421,LL5,18.9,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 03832,H6,18.9,Found,1/1/2002,2002,,
MacAlpine Hills 02467,L3,18.87,Found,1/1/2002,2002,,
MacAlpine Hills 02496,H4,18.86,Found,1/1/2002,2002,,
LaPaz Icefield 02281,LL5,18.78,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02579,H5,18.76,Found,1/1/2002,2002,,
MacAlpine Hills 02907,L4,18.71,Found,1/1/2002,2002,,
Roach Dry Lake 027,H5,18.65,Found,1/1/2002,2002,35.68078,-115.34062
LaPaz Icefield 031012,L5,18.6,Found,1/1/2002,2002,,
Sawtooth Knob,Iron IIAB,18.54,Found,1/1/2002,2002,40.86217,-118.54167
MacAlpine Hills 02748,LL5,18.52,Found,1/1/2002,2002,,
Lucerne Valley 020,H6,18.4,Found,1/1/2002,2002,34.4918,-116.943
Roach Dry Lake 064,H6,18.26,Found,1/1/2002,2002,35.67725,-115.3566
MacAlpine Hills 02894,H5,18.22,Found,1/1/2002,2002,,
Dominion Range 03299,L5,18.2,Found,1/1/2002,2002,,
LaPaz Icefield 02233,Aubrite,18.1,Found,1/1/2002,2002,-86.36667,-70
Queen Alexandra Range 02121,LL4,18.1,Found,1/1/2002,2002,-84,168
MacAlpine Hills 02844,H5,18.06,Found,1/1/2002,2002,,
LaPaz Icefield 02395,LL5,18.05,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02949,L4,18.02,Found,1/1/2002,2002,,
Queen Alexandra Range 02107,H5,18.01,Found,1/1/2002,2002,-84,168
Northwest Africa 2306,Eucrite,18,Found,1/1/2002,2002,,
LaPaz Icefield 03926,LL5,17.9,Found,1/1/2002,2002,,
MacAlpine Hills 02635,EL3,17.9,Found,1/1/2002,2002,-84.21667,160.5
LaPaz Icefield 02268,L5,17.81,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02297,H5,17.75,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02679,H5,17.73,Found,1/1/2002,2002,,
MacAlpine Hills 02518,H5,17.68,Found,1/1/2002,2002,,
LaPaz Icefield 03878,LL5,17.6,Found,1/1/2002,2002,,
LaPaz Icefield 03920,H5,17.6,Found,1/1/2002,2002,,
MacAlpine Hills 02487,H5,17.56,Found,1/1/2002,2002,-84.21667,160.5
LaPaz Icefield 02419,LL5,17.54,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 03835,H5,17.5,Found,1/1/2002,2002,,
Northwest Africa 2323,L~5,17.4,Found,1/1/2002,2002,,
LaPaz Icefield 02294,H5,17.38,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02806,H5,17.37,Found,1/1/2002,2002,,
Dominion Range 03215,H5,17.3,Found,1/1/2002,2002,,
MacAlpine Hills 02673,L5,17.2,Found,1/1/2002,2002,,
LaPaz Icefield 02280,H5,17.18,Found,1/1/2002,2002,-86.36667,-70
Queen Alexandra Range 02125,LL4,17.18,Found,1/1/2002,2002,-84,168
